WIC_Job_Location_Snapshot_ID,Job_Title,Original_Job_Title,NOC21_Code,NOC21_Code_Name,First_Posting_Date,Month,Vacancy_Count,Province_Territory,City,Economic_Region,Employment_Type,Employment_Term,Education_LOS,Experience_Level,Salary_Condition_Detail,Salary_Per,Salary_Minimum,Salary_Maximum,Estimated_Annual_Min,Estimated_Annual_Max,Estimated_Annual_Mid,Salary_Valid,NOC21_Code_Clean,Digital Literacy,Numeracy,Problem Solving,Systems Analysis,Critical Thinking,Decision Making,Reading Comprehension,Writing,Troubleshooting,Time Management
15529582,data scientist,Associate Data Scientist,21211.0,Data scientists,2026-05-06,2026-05,1,British Columbia,Surrey,Lower Mainland–Southwest Region,Full time,Not specified,Not specified,Not specified,"$60,000.00 to $75,000.00 annually",Year,60000.0,75000.0,60000.0,75000.0,67500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15557280,data quality analyst,Not specified,21223.0,Database analysts and data administrators,2026-05-17,2026-05,2,Alberta,Fort McMurray,Wood Buffalo–Cold Lake Region,Full time,Term or contract,Bachelor's degree,1 year to less than 2 years,$40.00 to $42.00 hourly (to be negotiated),Hour,40.0,42.0,83200.0,87360.0,85280.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15529595,data scientist,Associate Data Scientist,21211.0,Data scientists,2026-05-06,2026-05,1,British Columbia,Burnaby,Lower Mainland–Southwest Region,Full time,Not specified,Not specified,Not specified,"$60,000.00 to $75,000.00 annually",Year,60000.0,75000.0,60000.0,75000.0,67500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15535153,data scientist,Not specified,21211.0,Data scientists,2026-05-08,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$90,000.00 to $130,000.00 annually",Year,90000.0,130000.0,90000.0,130000.0,110000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15569317,big data analyst,Data Analyst,21211.0,Data scientists,2026-05-22,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$80,000.00 to $110,000.00 annually",Year,80000.0,110000.0,80000.0,110000.0,95000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15511461,data scientist,Senior Data Scientist I,21211.0,Data scientists,2026-05-01,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15536246,data scientist,Not specified,21211.0,Data scientists,2026-05-07,2026-05,1,Ontario,Toronto,Toronto Region,Part time,Not specified,Not specified,Not specified,$80.00 hourly,Hour,80.0,80.0,166400.0,166400.0,166400.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15529672,data scientist,Associate Data Scientist,21211.0,Data scientists,2026-05-06,2026-05,1,British Columbia,North Vancouver,Lower Mainland–Southwest Region,Full time,Not specified,Not specified,Not specified,"$60,000.00 to $75,000.00 annually",Year,60000.0,75000.0,60000.0,75000.0,67500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15536141,lead data scientist,Not specified,21211.0,Data scientists,2026-05-09,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,$80.00 hourly,Hour,80.0,80.0,166400.0,166400.0,166400.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15559130,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-05-19,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,College/CEGEP,5 years or more,"$135,000.00 to $140,000.00 annually (to be negotiated)",Year,135000.0,140000.0,135000.0,140000.0,137500.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15594840,business data analyst,Business Systems Analyst (Data Warehouse & Data Modelling),21221.0,Business systems specialists,2026-05-29,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$10,000.00 monthly",Month,10000.0,10000.0,,,,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15529608,data scientist,Associate Data Scientist,21211.0,Data scientists,2026-05-06,2026-05,1,British Columbia,Richmond,Lower Mainland–Southwest Region,Full time,Not specified,Not specified,Not specified,"$60,000.00 to $75,000.00 annually",Year,60000.0,75000.0,60000.0,75000.0,67500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15554294,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-05-15,2026-05,1,British Columbia,Surrey,Lower Mainland–Southwest Region,Full time,Permanent employment,Bachelor's degree,1 year to less than 2 years,$45.00 hourly,Hour,45.0,45.0,93600.0,93600.0,93600.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15556747,data scientist,"Consultant, Data Scientist (AI & ML)",21211.0,Data scientists,2026-05-15,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$96,000.00 annually",Year,96000.0,96000.0,96000.0,96000.0,96000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15575738,data scientist,"Data Scientist - SQL, Python, Banking or Capital Markets",21211.0,Data scientists,2026-05-23,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$10,000.00 monthly",Month,10000.0,10000.0,,,,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15553278,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-05-15,2026-05,1,Québec,Stoneham-et-Tewkesbury,Capitale-Nationale Region,Full time,Permanent employment,Bachelor's degree,No experience,$40.00 hourly,Hour,40.0,40.0,83200.0,83200.0,83200.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15529522,data scientist,Associate Data Scientist,21211.0,Data scientists,2026-05-06,2026-05,1,British Columbia,Vancouver,Lower Mainland–Southwest Region,Full time,Not specified,Not specified,Not specified,"$60,000.00 to $75,000.00 annually",Year,60000.0,75000.0,60000.0,75000.0,67500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15566610,business data analyst,Not specified,21221.0,Business systems specialists,2026-05-20,2026-05,1,Alberta,Edmonton,Edmonton Region,Full time,Permanent employment,Bachelor's degree,2 years to less than 3 years,$48.10 hourly,Hour,48.1,48.1,100048.0,100048.0,100048.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15572670,business data analyst,Not specified,21221.0,Business systems specialists,2026-05-23,2026-05,1,Alberta,Edmonton,Edmonton Region,Full time,Permanent employment,Not specified,Not specified,$48.10 hourly,Hour,48.1,48.1,100048.0,100048.0,100048.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15575260,business data analyst,"Business Data Analyst ? Informatica PowerCenter, ETL",21221.0,Business systems specialists,2026-05-23,2026-05,1,Ontario,Markham,Toronto Region,Full time,Not specified,Not specified,Not specified,"$10,000.00 monthly",Month,10000.0,10000.0,,,,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15513489,data analyst - informatics and systems,"Fall  Student &amp;ndash; Data Analyst, Personal Banking (4 - 8 months)",21223.0,Database analysts and data administrators,2026-05-01,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15536759,data analyst - informatics and systems,Intermediate Performance Engineer,21223.0,Database analysts and data administrators,2026-05-09,2026-05,1,British Columbia,Vancouver,Lower Mainland–Southwest Region,Full time,Permanent employment,Not specified,Not specified,$24.00 to $58.00 hourly,Hour,24.0,58.0,49920.0,120640.0,85280.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15547857,big data analyst,Data Analyst,21211.0,Data scientists,2026-05-13,2026-05,1,British Columbia,Vancouver,Lower Mainland–Southwest Region,Full time,Not specified,Not specified,Not specified,"$70,000.00 to $80,000.00 annually",Year,70000.0,80000.0,70000.0,80000.0,75000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15628476,business data analyst,Not specified,21221.0,Business systems specialists,2026-06-11,2026-06,1,Alberta,Edmonton,Edmonton Region,Full time,Permanent employment,"No degree, certificate or diploma",1 year to less than 2 years,$46.00 to $48.00 hourly (to be negotiated),Hour,46.0,48.0,95680.0,99840.0,97760.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15660712,Business Intelligence Developer,Not specified,,Not specified,2026-06-23,2026-06,1,Ontario,Ottawa,Ottawa Region,Full time,Permanent employment,Not specified,Not specified,"$88,955.00 annually",Year,88955.0,88955.0,88955.0,88955.0,88955.0,True,,,,,,,,,,,
15680793,data scientist,Senior Data Scientist,21211.0,Data scientists,2026-06-29,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$100,000.00 annually",Year,100000.0,100000.0,100000.0,100000.0,100000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15651533,data scientist,Senior Data Scientist,21211.0,Data scientists,2026-06-19,2026-06,1,Québec,Montréal,Montréal Region,Full time,Not specified,Not specified,Not specified,"$120,000.00 annually",Year,120000.0,120000.0,120000.0,120000.0,120000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15672327,data scientist,Senior Data Scientist II,21211.0,Data scientists,2026-06-27,2026-06,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15659413,data analyst - informatics and systems,Student Data Analyst,21223.0,Database analysts and data administrators,2026-06-23,2026-06,1,New Brunswick,Fredericton,Fredericton–Oromocto,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15666089,"Information Technology (IT) Data Analyst, IT Software Solutions",Not specified,,Not specified,2026-06-25,2026-06,1,Ontario,Sudbury,Northeast Region,Full time,Term or contract,Not specified,Not specified,"$85,854.00 annually",Year,85854.0,85854.0,85854.0,85854.0,85854.0,True,,,,,,,,,,,
15628713,data scientist,Not specified,21211.0,Data scientists,2026-06-11,2026-06,1,Ontario,Mississauga,Toronto Region,Full time,Term or contract,Bachelor's degree,3 years to less than 5 years,$45.00 to $55.00 hourly (to be negotiated),Hour,45.0,55.0,93600.0,114400.0,104000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15597075,business intelligence specialist,Not specified,21221.0,Business systems specialists,2026-06-01,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",5 years or more,$46.00 hourly,Hour,46.0,46.0,95680.0,95680.0,95680.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15678650,business data analyst,Not specified,21221.0,Business systems specialists,2026-06-30,2026-06,1,Saskatchewan,Regina,Regina–Moose Mountain Region,Full time,Not specified,Not specified,Not specified,"$68,000-$73,000",Year,68000.0,73000.0,68000.0,73000.0,70500.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15622533,big data analyst,Analyste de données,21211.0,Data scientists,2026-06-09,2026-06,1,Québec,Not specified,Not specified,Full time,Permanent employment,Not specified,Not specified,"$70,000.00 to $80,000.00 annually",Year,70000.0,80000.0,70000.0,80000.0,75000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15641154,data analyst - informatics and systems,Senior Data Analyst,21223.0,Database analysts and data administrators,2026-06-16,2026-06,1,British Columbia,Surrey,Lower Mainland–Southwest Region,Full time,Permanent employment,Not specified,Not specified,"$94,575.00 annually",Year,94575.0,94575.0,94575.0,94575.0,94575.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15637512,Senior Data Scientist - Financial Markets,Not specified,,Not specified,2026-06-15,2026-06,1,Ontario,Ottawa,Ottawa Region,Not specified,Not specified,Not specified,Not specified,"$111,055.00 annually",Year,111055.0,111055.0,111055.0,111055.0,111055.0,True,,,,,,,,,,,
15612797,data analytics specialist,Spécialiste des données,21211.0,Data scientists,2026-06-05,2026-06,1,Québec,Laval,Laval Region,Full time,Permanent employment,Not specified,Not specified,"$60,000.00 annually",Year,60000.0,60000.0,60000.0,60000.0,60000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15597741,data analytics specialist,Not specified,21211.0,Data scientists,2026-06-01,2026-06,1,Saskatchewan,Weyburn,Regina–Moose Mountain Region,Full time,Not specified,Not specified,Not specified,"Range is $60,279 to $82,883 based on qualifications and experience",Year,60279.0,82883.0,60279.0,82883.0,71581.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15644380,data analyst - informatics and systems,Technicien en informatique,21223.0,Database analysts and data administrators,2026-06-17,2026-06,1,Québec,New Carlisle,Gaspésie–Îles-de-la-Madeleine Region,Full time,Permanent employment,Not specified,Not specified,$27.75 hourly,Hour,27.75,27.75,57720.0,57720.0,57720.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15657440,business data analyst,Not specified,21221.0,Business systems specialists,2026-06-22,2026-06,1,Ontario,North York,Toronto Region,Full time,Permanent employment,Bachelor's degree,1 year to less than 2 years,"$80,000.00 annually",Year,80000.0,80000.0,80000.0,80000.0,80000.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15645271,big data analyst,Data Analyst,21211.0,Data scientists,2026-06-17,2026-06,1,Ontario,London,London Region,Full time,Permanent employment,Not specified,Not specified,"$50,000.00 annually",Year,50000.0,50000.0,50000.0,50000.0,50000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15663540,data analyst - informatics and systems,Junior Data Strategist,21223.0,Database analysts and data administrators,2026-06-24,2026-06,1,New Brunswick,Fredericton,Fredericton–Oromocto,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15623721,"Data Analyst, Regulatory Reporting",Not specified,,Not specified,2026-06-10,2026-06,1,Ontario,Ottawa,Ottawa Region,Not specified,Not specified,Not specified,Not specified,"$73,511.00 annually",Year,73511.0,73511.0,73511.0,73511.0,73511.0,True,,,,,,,,,,,
15636747,data scientist,"Consultant, Data Scientist (Databricks)",21211.0,Data scientists,2026-06-11,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$96,000.00 annually",Year,96000.0,96000.0,96000.0,96000.0,96000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15627644,data scientist,Not specified,21211.0,Data scientists,2026-06-10,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$120,000.00 annually",Year,120000.0,120000.0,120000.0,120000.0,120000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15630831,big data analyst,Data analyst,21211.0,Data scientists,2026-06-12,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,$40.00 to $50.00 hourly,Hour,40.0,50.0,83200.0,104000.0,93600.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15680715,data scientist,Senior Data Scientist,21211.0,Data scientists,2026-06-29,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$100,000.00 to $115,000.00 hourly",Hour,100000.0,115000.0,208000000.0,239200000.0,223600000.0,False,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15614554,data scientist,"Senior Specialist, Data Analytics and Innovation",21211.0,Data scientists,2026-06-06,2026-06,1,Nova Scotia,Halifax,Halifax Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15599739,"Business Intelligence Analyst, Operations",Not specified,,Not specified,2026-06-02,2026-06,1,Ontario,Ottawa,Ottawa Region,Not specified,Not specified,Not specified,Not specified,"$93,938.00 annually",Year,93938.0,93938.0,93938.0,93938.0,93938.0,True,,,,,,,,,,,
15601241,business data analyst,Not specified,21221.0,Business systems specialists,2026-06-02,2026-06,1,Ontario,North York,Toronto Region,Full time,Permanent employment,College/CEGEP,1 year to less than 2 years,"$82,810.00 annually",Year,82810.0,82810.0,82810.0,82810.0,82810.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15665177,big data analyst,Data Analyst,21211.0,Data scientists,2026-06-24,2026-06,1,Ontario,Lindsay,Muskoka–Kawarthas Region,Full time,Permanent employment,Not specified,Not specified,"$50,000.00 to $55,000.00 annually",Year,50000.0,55000.0,50000.0,55000.0,52500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15635071,data scientist,"Machine Learning Scientist, Startups",21211.0,Data scientists,2026-06-13,2026-06,1,Alberta,Edmonton,Edmonton Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15651337,data scientist,"Machine Learning Scientist, Industry",21211.0,Data scientists,2026-06-19,2026-06,1,Alberta,Edmonton,Edmonton Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15604698,data analytics specialist,Not specified,21211.0,Data scientists,2026-06-03,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,"College, CEGEP or other non-university certificate or diploma from a program of 1 year to 2 years",5 years or more,"$60,000.00 to $75,000.00 annually (to be negotiated)",Year,60000.0,75000.0,60000.0,75000.0,67500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15651514,data scientist,Senior Data Scientist,21211.0,Data scientists,2026-06-19,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$120,000.00 annually",Year,120000.0,120000.0,120000.0,120000.0,120000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15672324,data scientist,Data Scientist II,21211.0,Data scientists,2026-06-27,2026-06,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15605205,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-06-03,2026-06,1,Saskatchewan,Saskatoon,Saskatoon–Biggar Region,Full time,Permanent employment,Bachelor's degree,1 year to less than 2 years,$30.00 to $41.00 hourly (to be negotiated),Hour,30.0,41.0,62400.0,85280.0,73840.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15623522,data scientist,"Machine Learning Scientist, Training",21211.0,Data scientists,2026-06-10,2026-06,1,Alberta,Edmonton,Edmonton Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15644785,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-06-17,2026-06,1,British Columbia,Not specified,Not specified,Full time,Permanent employment,Bachelor's degree,2 years to less than 3 years,"$62,500.00 annually",Year,62500.0,62500.0,62500.0,62500.0,62500.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15642551,data analytics specialist,Not specified,21211.0,Data scientists,2026-06-16,2026-06,1,Ontario,Not specified,Not specified,Full time,Term or contract,Bachelor's degree,2 years to less than 3 years,$35.00 hourly,Hour,35.0,35.0,72800.0,72800.0,72800.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15644005,business data analyst,Business Systems Analyst ? API & Data Integration,21221.0,Business systems specialists,2026-06-16,2026-06,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$10,000.00 monthly",Month,10000.0,10000.0,,,,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15619920,data scientist,Senior Data Engineering Developer II,21211.0,Data scientists,2026-06-09,2026-06,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15651841,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-06-19,2026-06,1,Québec,Stoneham-et-Tewkesbury,Capitale-Nationale Region,Full time,Permanent employment,Bachelor's degree,No experience,$40.00 hourly,Hour,40.0,40.0,83200.0,83200.0,83200.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15735570,data analyst - informatics and systems,Data Engineer - Intermediate,21223.0,Database analysts and data administrators,2026-07-22,2026-07,1,Alberta,Edmonton,Edmonton Region,Not specified,Not specified,Not specified,Not specified,$56.39 hourly,Hour,56.39,56.39,117291.2,117291.2,117291.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15734814,big data analyst,Data Analyst,21211.0,Data scientists,2026-07-22,2026-07,1,Ontario,Orillia,Kitchener–Waterloo–Barrie Region,Full time,Permanent employment,Not specified,Not specified,"$65,000.00 to $75,000.00 annually",Year,65000.0,75000.0,65000.0,75000.0,70000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15723064,big data analyst,Analyste de données,21211.0,Data scientists,2026-07-17,2026-07,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,"$70,000.00 annually",Year,70000.0,70000.0,70000.0,70000.0,70000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15755911,big data analyst,Data Analyst,21211.0,Data scientists,2026-07-31,2026-07,1,Ontario,Concord,Toronto Region,Full time,Permanent employment,Not specified,Not specified,"$62,000.00 to $79,000.00 annually",Year,62000.0,79000.0,62000.0,79000.0,70500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15680559,data scientist,Business Intelligence and Data Lead (Designated),21211.0,Data scientists,2026-07-01,2026-07,1,Nova Scotia,Halifax,Halifax Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15704901,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-07-10,2026-07,1,Ontario,Mississauga,Toronto Region,Full time,Permanent employment,Bachelor's degree,1 year to less than 2 years,$45.00 hourly,Hour,45.0,45.0,93600.0,93600.0,93600.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15731387,big data analyst,Data Analyst,21211.0,Data scientists,2026-07-21,2026-07,1,Ontario,Concord,Toronto Region,Full time,Not specified,Not specified,Not specified,"$45,000.00 to $55,000.00 annually",Year,45000.0,55000.0,45000.0,55000.0,50000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15738649,data analyst - informatics and systems,Finance Data Analyst - Bilingual Required!,21223.0,Database analysts and data administrators,2026-07-23,2026-07,1,Québec,Saint-Laurent,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$64.71 hourly,Hour,64.71,64.71,134596.8,134596.8,134596.8,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15725486,data scientist,Machine Learning Scientist (12 month term),21211.0,Data scientists,2026-07-18,2026-07,1,Alberta,Edmonton,Edmonton Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15747768,data scientist,Not specified,21211.0,Data scientists,2026-07-28,2026-07,1,New Brunswick,Shediac,Moncton–Richibucto Region,Full time,Permanent employment,Bachelor's degree,3 years to less than 5 years,$42.00 to $45.00 hourly (to be negotiated),Hour,42.0,45.0,87360.0,93600.0,90480.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15740355,business data analyst,Junior Data Analyst (Research & Statistical Officer 1),21221.0,Business systems specialists,2026-07-24,2026-07,1,Nova Scotia,Halifax,Halifax Region,Full time,Permanent employment,Not specified,Not specified,"$1,946.91 to $2,698.22 biweekly",Bi-weekly,1946.91,2698.22,50619.66,70153.72,60386.69,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15684046,"Business Analyst, Data Analytics (#25370)",Not specified,,Not specified,2026-07-02,2026-07,1,Ontario,Ottawa,Ottawa Region,Not specified,Not specified,Not specified,Not specified,"$86,503.00 annually",Year,86503.0,86503.0,86503.0,86503.0,86503.0,True,,,,,,,,,,,
15703341,big data analyst,Data Analyst,21211.0,Data scientists,2026-07-09,2026-07,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$55,000.00 annually",Year,55000.0,55000.0,55000.0,55000.0,55000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15720404,lead data scientist,Not specified,21211.0,Data scientists,2026-07-16,2026-07,1,Ontario,Toronto,Toronto Region,Full time,Term or contract,Not specified,Not specified,$50.00 to $55.00 hourly,Hour,50.0,55.0,104000.0,114400.0,109200.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15752279,data analytics specialist,Not specified,21211.0,Data scientists,2026-07-30,2026-07,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Bachelor's degree,7 months to less than 1 year,"$79,000.00 to $82,000.00 annually (to be negotiated)",Year,79000.0,82000.0,79000.0,82000.0,80500.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
