WIC_Job_Location_Snapshot_ID,Job_Title,Original_Job_Title,NOC21_Code,NOC21_Code_Name,First_Posting_Date,Month,Vacancy_Count,Province_Territory,City,Economic_Region,Employment_Type,Employment_Term,Education_LOS,Experience_Level,Salary_Condition_Detail,Salary_Per,Salary_Minimum,Salary_Maximum,Estimated_Annual_Min,Estimated_Annual_Max,Estimated_Annual_Mid,Salary_Valid,NOC21_Code_Clean,Digital Literacy,Numeracy,Problem Solving,Systems Analysis,Critical Thinking,Decision Making,Reading Comprehension,Writing,Troubleshooting,Time Management
15353973,big data analyst,Data Analyst,21211.0,Data scientists,2026-03-24,2026-03,1,Ontario,Mississauga,Toronto Region,Full time,Not specified,Not specified,Not specified,"$68,100.00 to $76,500.00 annually",Year,68100.0,76500.0,68100.0,76500.0,72300.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15353076,data analyst - informatics and systems,Analyst-developer - Health data integration and infrastructure,21223.0,Database analysts and data administrators,2026-03-25,2026-03,1,New Brunswick,Campbellton,Campbellton–Miramichi Region,Full time,Term or contract,Not specified,Not specified,"$66,924.00 to $93,470.00 annually",Year,66924.0,93470.0,66924.0,93470.0,80197.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15353080,data analyst - informatics and systems,Analyst-developer - Health data integration and infrastructure,21223.0,Database analysts and data administrators,2026-03-25,2026-03,1,New Brunswick,Grand Falls,Edmundston–Woodstock Region,Full time,Term or contract,Not specified,Not specified,"$66,924.00 to $93,470.00 annually",Year,66924.0,93470.0,66924.0,93470.0,80197.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15294158,data analyst - informatics and systems,Associate Director - Analytics Engineer,21223.0,Database analysts and data administrators,2026-03-02,2026-03,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15294290,data scientist,Data Scientist II,21211.0,Data scientists,2026-03-02,2026-03,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15365833,data scientist,Senior Data Engineering Developer II,21211.0,Data scientists,2026-03-31,2026-03,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15302634,data scientist,Sr. Full Stack Data Science Engineer,21211.0,Data scientists,2026-03-04,2026-03,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15308535,data scientist,Full Stack Data Science Engineering Specialist,21211.0,Data scientists,2026-03-06,2026-03,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15323259,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-03-13,2026-03,1,Ontario,Mississauga,Toronto Region,Full time,Permanent employment,Bachelor's degree,2 years to less than 3 years,$43.96 hourly,Hour,43.96,43.96,91436.8,91436.8,91436.8,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15296773,data scientist,"Senior Manager, Data Product Owner &amp;ndash; Operational Data, Information &amp; AI",21211.0,Data scientists,2026-03-03,2026-03,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15349736,data scientist,"Manager, Data Science - Automotive Finance",21211.0,Data scientists,2026-03-24,2026-03,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15326632,data scientist,Principal Data Engineer - Tangerine,21211.0,Data scientists,2026-03-14,2026-03,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15353085,data analyst - informatics and systems,Analyst-developer - Health data integration and infrastructure,21223.0,Database analysts and data administrators,2026-03-25,2026-03,1,New Brunswick,Lamèque,Campbellton–Miramichi Region,Full time,Term or contract,Not specified,Not specified,"$66,924.00 to $93,470.00 annually",Year,66924.0,93470.0,66924.0,93470.0,80197.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15345496,data analyst - informatics and systems,Analytics Engineer,21223.0,Database analysts and data administrators,2026-03-22,2026-03,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15342389,data analytics specialist,Not specified,21211.0,Data scientists,2026-03-20,2026-03,1,Ontario,Cambridge,Kitchener–Waterloo–Barrie Region,Full time,Term or contract,Bachelor's degree,2 years to less than 3 years,$25.00 to $35.00 hourly (to be negotiated),Hour,25.0,35.0,52000.0,72800.0,62400.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15334106,big data analyst,Data Analyst,21211.0,Data scientists,2026-03-17,2026-03,1,Alberta,Calgary,Calgary Region,Full time,Not specified,Not specified,Not specified,$17.94 to $59.39 hourly,Hour,17.94,59.39,37315.200000000004,123531.2,80423.2,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15509446,Strategic Business Planning and Reporting Analyst,Not specified,,Not specified,2026-04-30,2026-04,1,Yukon,Whitehorse,Yukon Territory,Full time,Permanent employment,Not specified,Not specified,"$73,798.00 annually",Year,73798.0,73798.0,73798.0,73798.0,73798.0,True,,,,,,,,,,,
15478123,data scientist,Machine Learning &amp; Data Engineer,21211.0,Data scientists,2026-04-20,2026-04,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15490296,big data analyst,Data Migration Analyst,21211.0,Data scientists,2026-04-23,2026-04,1,Ontario,Sault Ste. Marie,Northeast Region,Full time,Not specified,Not specified,Not specified,$20.34 to $26.00 hourly,Hour,20.34,26.0,42307.200000000004,54080.0,48193.600000000006,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15441595,data analyst - informatics and systems,Quality Data Analyst   Quality Engineer - Dimensional,21223.0,Database analysts and data administrators,2026-04-10,2026-04,1,Ontario,Markham,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$36.02 hourly,Hour,36.02,36.02,74921.6,74921.6,74921.6,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15472807,data scientist,Not specified,21211.0,Data scientists,2026-04-16,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,"$90,000.00 to $120,000.00 annually",Year,90000.0,120000.0,90000.0,120000.0,105000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15496473,data scientist,"Senior Data Scientist - Generative AI, ML &amp; Agentic Systems",21211.0,Data scientists,2026-04-26,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15496924,data scientist,"Fall - GRM, Data Scientist Intern (4 Months)",21211.0,Data scientists,2026-04-26,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15488194,data scientist,Not specified,21211.0,Data scientists,2026-04-22,2026-04,1,British Columbia,Burnaby,Lower Mainland–Southwest Region,Full time,Permanent employment,Bachelor's degree,1 year to less than 2 years,$48.10 hourly,Hour,48.1,48.1,100048.0,100048.0,100048.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15491326,business data analyst,Not specified,21221.0,Business systems specialists,2026-04-23,2026-04,2,British Columbia,Burnaby,Lower Mainland–Southwest Region,Full time,Permanent employment,Bachelor's degree,2 years to less than 3 years,$43.00 hourly,Hour,43.0,43.0,89440.0,89440.0,89440.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15468224,data scientist,Data Scientist I,21211.0,Data scientists,2026-04-16,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15476229,data scientist,Staff Machine Learning Operations Engineer (Global Security),21211.0,Data scientists,2026-04-18,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15482835,big data analyst,Data Analyst,21211.0,Data scientists,2026-04-21,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Not specified,Not specified,Not specified,"$55,000.00 annually",Year,55000.0,55000.0,55000.0,55000.0,55000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15441470,data analyst - informatics and systems,Intermediate Data Engineer,21223.0,Database analysts and data administrators,2026-04-13,2026-04,1,British Columbia,Vancouver,Lower Mainland–Southwest Region,Not specified,Not specified,Not specified,Not specified,$54.87 hourly,Hour,54.87,54.87,114129.59999999999,114129.59999999999,114129.59999999999,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15376895,data scientist,Not specified,21211.0,Data scientists,2026-04-03,2026-04,1,New Brunswick,Shediac,Moncton–Richibucto Region,Full time,Permanent employment,Bachelor's degree,3 years to less than 5 years,$42.00 to $45.00 hourly (to be negotiated),Hour,42.0,45.0,87360.0,93600.0,90480.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15381237,business data analyst,Senior Analyst (Program Admin Officer 4),21221.0,Business systems specialists,2026-04-07,2026-04,1,Nova Scotia,Halifax,Halifax Region,Full time,Permanent employment,Not specified,Not specified,"$3,410.48 to $4,005.58 biweekly",Bi-weekly,3410.48,4005.58,88672.48,104145.08,96408.78,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15495035,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-04-24,2026-04,1,Ontario,Oshawa,Toronto Region,Full time,Term or contract,Bachelor's degree,2 years to less than 3 years,$20.00 hourly,Hour,20.0,20.0,41600.0,41600.0,41600.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15378397,data analyst - informatics and systems,"Analyst, Portfolio Research - Data Engineer &amp;ndash; TD Asset Management",21223.0,Database analysts and data administrators,2026-04-06,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15385505,data scientist,ML Data Engineer,21211.0,Data scientists,2026-04-08,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15465872,data scientist,Senior Data Scientist,21211.0,Data scientists,2026-04-15,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15498901,data scientist,Senior Data Engineer,21211.0,Data scientists,2026-04-27,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15476664,data scientist,Quantitative Developer,21211.0,Data scientists,2026-04-19,2026-04,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15498873,data scientist,"Associate Director, Quantitative Developer",21211.0,Data scientists,2026-04-27,2026-04,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15384018,data scientist,Not specified,21211.0,Data scientists,2026-04-07,2026-04,1,New Brunswick,New Jersey,Campbellton–Miramichi Region,Full time,Permanent employment,Not specified,Not specified,$48.01 hourly,Hour,48.01,48.01,99860.79999999999,99860.79999999999,99860.79999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15471489,big data analyst,"Analyste de données (Power BI, Microsoft Fabric & BI Analytics)",21211.0,Data scientists,2026-04-16,2026-04,1,Québec,Brossard,Montérégie Region,Full time,Permanent employment,Not specified,Not specified,"$80,000.00 to $100,000.00 annually",Year,80000.0,100000.0,80000.0,100000.0,90000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15507639,data analyst - informatics and systems,Not specified,21223.0,Database analysts and data administrators,2026-04-29,2026-04,1,Alberta,Calgary,Calgary Region,Full time,Permanent employment,Bachelor's degree,2 years to less than 3 years,$44.50 hourly,Hour,44.5,44.5,92560.0,92560.0,92560.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15483189,data analyst - informatics and systems,Operations Data Analyst,21223.0,Database analysts and data administrators,2026-04-21,2026-04,1,British Columbia,Burnaby,Lower Mainland–Southwest Region,Full time,Permanent employment,Not specified,Not specified,"$3,577.88 biweekly",Bi-weekly,3577.88,3577.88,93024.88,93024.88,93024.88,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15500205,business data analyst,Not specified,21221.0,Business systems specialists,2026-04-27,2026-04,1,Ontario,St. Thomas,London Region,Full time,Permanent employment,Bachelor's degree,3 years to less than 5 years,$41.50 hourly,Hour,41.5,41.5,86320.0,86320.0,86320.0,True,21221,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
15375261,data scientist,Lead Data Engineer - GCP,21211.0,Data scientists,2026-04-03,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15376179,data analyst - informatics and systems,"Senior Lead, Metrics Design &amp; Reporting Specialist, Splunk",21223.0,Database analysts and data administrators,2026-04-03,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15510146,data scientist,"Lead Data Scientist, Next Best Action",21211.0,Data scientists,2026-04-30,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15429851,data scientist,Lead Data Engineer,21211.0,Data scientists,2026-04-12,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15477033,data scientist,Senior Data Scientist,21211.0,Data scientists,2026-04-20,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15476517,data scientist,"Manager, Client Engagement &amp; Analytics",21211.0,Data scientists,2026-04-19,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15496081,data scientist,"Senior Data Engineer, GFT",21211.0,Data scientists,2026-04-25,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15375245,data analyst - informatics and systems,Technology Compliance and Data Analyst,21223.0,Database analysts and data administrators,2026-04-02,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15387434,data analyst - informatics and systems,"Data Quality Engineer-Cards Engineering, Transactional Services and Data Services Engineering",21223.0,Database analysts and data administrators,2026-04-09,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15496904,data analyst - informatics and systems,Data &amp; Insights Specialist,21223.0,Database analysts and data administrators,2026-04-26,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15502730,data scientist,Senior Data Engineer,21211.0,Data scientists,2026-04-28,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15375560,data scientist,Dynamic Analytics Manager Leading Strategic Data Solutions,21211.0,Data scientists,2026-04-03,2026-04,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$26.00 to $78.00 hourly,Hour,26.0,78.0,54080.0,162240.0,108160.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15496880,data scientist,Senior Data Engineer,21211.0,Data scientists,2026-04-26,2026-04,1,British Columbia,Vancouver,Lower Mainland–Southwest Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15477281,Data Analytics Specialist,Not specified,21211.0,Data scientists,2026-04-20,2026-04,1,Ontario,Ottawa,Ottawa Region,Not specified,Not specified,Not specified,Not specified,"$94,193.00 annually",Year,94193.0,94193.0,94193.0,94193.0,94193.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15441541,data analyst - informatics and systems,Quality Data Analyst   Quality Engineer - Dimensional,21223.0,Database analysts and data administrators,2026-04-10,2026-04,1,Ontario,Oshawa,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$36.02 hourly,Hour,36.02,36.02,74921.6,74921.6,74921.6,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15376182,data scientist,Senior Data Engineer,21211.0,Data scientists,2026-04-03,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15496169,data scientist,Lead Data Engineer,21211.0,Data scientists,2026-04-25,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15502634,data scientist,"Associate Director, Advanced Client Data Analytics",21211.0,Data scientists,2026-04-28,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15463287,data analyst - informatics and systems,"Manager, Analytics",21223.0,Database analysts and data administrators,2026-04-15,2026-04,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15377784,data analyst - informatics and systems,"Analyst, Portfolio Research - Data Engineer &amp;ndash; TD Asset Management",21223.0,Database analysts and data administrators,2026-04-04,2026-04,1,Québec,Montréal,Montréal Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15545324,data scientist,Data Scientist ? Banking & Capital Calculations,21211.0,Data scientists,2026-05-11,2026-05,1,Ontario,Not specified,Not specified,Full time,Not specified,Not specified,Not specified,"$120,000.00 annually",Year,120000.0,120000.0,120000.0,120000.0,120000.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15536654,data analyst - informatics and systems,Intermediate Performance Engineer,21223.0,Database analysts and data administrators,2026-05-11,2026-05,1,British Columbia,Alert Bay,Vancouver Island and Coast Region,Full time,Permanent employment,Not specified,Not specified,$24.00 to $58.00 hourly,Hour,24.0,58.0,49920.0,120640.0,85280.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15550721,big data analyst,Data Analyst,21211.0,Data scientists,2026-05-14,2026-05,1,Ontario,Mississauga,Toronto Region,Part time,Not specified,Not specified,Not specified,"$44,748.24 to $109,545.58 annually",Year,44748.24,109545.58,44748.24,109545.58,77146.91,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15524829,data scientist,Not specified,21211.0,Data scientists,2026-05-05,2026-05,1,Saskatchewan,Regina,Regina–Moose Mountain Region,Full time,Not specified,Not specified,Not specified,"$92,716 - $132,958",Year,92716.0,132958.0,92716.0,132958.0,112837.0,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15536742,data analyst - informatics and systems,Intermediate Performance Engineer,21223.0,Database analysts and data administrators,2026-05-11,2026-05,1,British Columbia,Coquitlam,Lower Mainland–Southwest Region,Full time,Permanent employment,Not specified,Not specified,$24.00 to $58.00 hourly,Hour,24.0,58.0,49920.0,120640.0,85280.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15536747,data analyst - informatics and systems,Intermediate Performance Engineer,21223.0,Database analysts and data administrators,2026-05-11,2026-05,1,British Columbia,Surrey,Lower Mainland–Southwest Region,Full time,Permanent employment,Not specified,Not specified,$24.00 to $58.00 hourly,Hour,24.0,58.0,49920.0,120640.0,85280.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15514769,data quality analyst,Not specified,21223.0,Database analysts and data administrators,2026-05-01,2026-05,1,Ontario,Mississauga,Toronto Region,Full time,Permanent employment,Secondary (high) school graduation certificate,1 year to less than 2 years,$44.50 hourly,Hour,44.5,44.5,92560.0,92560.0,92560.0,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15513178,data scientist,"Lead Data Scientist, GFT",21211.0,Data scientists,2026-05-01,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15517269,data analyst - informatics and systems,"Fall  Student - Data Analyst, Commercial Banking (4 months)",21223.0,Database analysts and data administrators,2026-05-03,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
15517261,data scientist,"CFO, Fall Data Scientist (8 months)",21211.0,Data scientists,2026-05-03,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$30.00 to $69.74 hourly,Hour,30.0,69.74,62400.0,145059.19999999998,103729.59999999999,True,21211,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0
15523269,data analyst - informatics and systems,"Fall Student Opportunities Technology &amp; Operations - Data Specialists, 8-12 months",21223.0,Database analysts and data administrators,2026-05-05,2026-05,1,Ontario,Toronto,Toronto Region,Full time,Permanent employment,Not specified,Not specified,$25.00 to $61.03 hourly,Hour,25.0,61.03,52000.0,126942.4,89471.2,True,21223,4.0,3.5,4.5,4.0,4.0,4.0,4.0,3.5,3.0,3.0
